Timestamp,Name,Class Section,List one topic of the class that you enjoy,What was the most challenging topic of the class?,"Overall, the learning experience for the class is",(Optional) What do you suggest to improve the class?,cleaned_List one topic of the class that you enjoy,cleaned_What was the most challenging topic of the class?,cleaned_(Optional) What do you suggest to improve the class?
10/2/2019 15:15,Student99,G5 (Wed 12:00 - 15:15 SR 3.3),Solution Overview model,Concept solution blueprint,4,When doing the teaching cases/in-class activities/labs it is very hard to refer to the case as the information on the cases are all on separate teaching cases,solution overview model,concept solution blueprint,when doing the teaching case in class activity labs it is very hard to refer to the case as the information on the case are all on separate teaching case
10/2/2019 15:15,Student115,G5 (Wed 12:00 - 15:15 SR 3.3),The teaching case and spotting the errors was pretty fun and helped to make understanding the solution overview model easier.,"Application overview, and how to create it from the solution overview.",3,,the teaching case and spot the error was pretty fun and help to make understand the solution overview model easy,application overview and how to create it from the solution overview,
10/2/2019 15:16,Student107,G5 (Wed 12:00 - 15:15 SR 3.3),Solution overview and application modelling,Spotting the errors from teaching case 5,4,,solution overview and application modelling,spot the error from teach case,
10/2/2019 15:17,Student369,G5 (Wed 12:00 - 15:15 SR 3.3),Solution overview model ,Solution overview model is challenging as it is not easy trying to find the mistakes and coming out with a solution,3,More examples and more exposure on the possible problems in an orangisation,solution overview model,solution overview model is challenge as it is not easy try to find the mistake and come out with solution,more example and more exposure on the possible problem in an orangisation
10/2/2019 15:17,Student114,G5 (Wed 12:00 - 15:15 SR 3.3),Solution Overview Model,Solution Overview Model. It was difficult to find out the mistakes,3,,solution overview model,solution overview model it was difficult to find out the mistake,
10/2/2019 15:18,Student118,G5 (Wed 12:00 - 15:15 SR 3.3),Solution Model,"Are functions related to use case or system?
and
The First 30 minutes of Solution Overview Model",3,,solution model,are function relate to use case or system and the first minute of solution overview model,
10/2/2019 15:46,Student113,G5 (Wed 12:00 - 15:15 SR 3.3),Solution Blueprint ,Solution Overview Model,3,,solution blueprint,solution overview model,
10/2/2019 18:30,Student137,G7 (Wed 15:30 - 18:45 SR 3.3),Blueprint,Blueprint,3,,blueprint,blueprint,
10/2/2019 18:31,Student134,G7 (Wed 15:30 - 18:45 SR 3.3),solution overview model,application modelling,3,,solution overview model,application modelling,
10/2/2019 18:31,Student155,G7 (Wed 15:30 - 18:45 SR 3.3),Solution overview model,Application model,3,,solution overview model,application model,
10/2/2019 18:35,Student154,G7 (Wed 15:30 - 18:45 SR 3.3),Concept cost modelling,Concept cost modelling,4,nil,concept cost modelling,concept cost modelling,
10/2/2019 18:35,Student157,G7 (Wed 15:30 - 18:45 SR 3.3),Risk model,Teaching case 5,2,more simple examples in the slides would have been better,risk model,teach case,more simple example in the slide would have been good
10/2/2019 18:36,Student152,G7 (Wed 15:30 - 18:45 SR 3.3),Solution overview model,Learning how to identify the errors in the model. (from teaching case) ,4,More practice qns ,solution overview model,learn how to identify the error in the model from teach case,more practice question
10/2/2019 18:38,Student132,G7 (Wed 15:30 - 18:45 SR 3.3),Blueprints,Blueprints,3,,blueprint,blueprint,
10/2/2019 18:38,Student146,G7 (Wed 15:30 - 18:45 SR 3.3),Solution Overview Model,Application Model,3,,solution overview model,application model,
10/2/2019 18:38,Student139,G8 (Thur 15:30 - 18:45 SR 3.4),solution model,risk model + cost model,3,Tell us explicitly which models will be tested or which models need not remember ,solution model,risk model cost model,tell us explicitly which model will be test or which model need not remember
10/2/2019 18:40,Student143,G7 (Wed 15:30 - 18:45 SR 3.3),Designing a solution blueprint,Differentiating application model and solution overview,3,,design solution blueprint,differentiate application model and solution overview,
10/2/2019 18:40,Student141,G7 (Wed 15:30 - 18:45 SR 3.3),Drawing the overview model,Completing the teaching case,3,,draw the overview model,complete the teaching case,
10/2/2019 18:40,Student128,G7 (Wed 15:30 - 18:45 SR 3.3),The Application Model,Understanding that the application model is interactions between 2 systems and not between a system and a human,4,NIL,the application model,understand that the application model is interaction between system and not between system and human,
10/2/2019 18:40,Student148,G7 (Wed 15:30 - 18:45 SR 3.3),Overview Model,Application Model,4,More class discussions on the models ,overview model,application model,more class discussion on the model
10/2/2019 18:41,Student136,G7 (Wed 15:30 - 18:45 SR 3.3),lab5,application model,3,,lab,application model,
10/2/2019 18:42,Student159,G7 (Wed 15:30 - 18:45 SR 3.3),Solution Blueprint,Application Model,4,,solution blueprint,application model,
10/2/2019 18:42,Student126,G7 (Wed 15:30 - 18:45 SR 3.3),Everything,Some things,4,,everything,some thing,
10/2/2019 18:43,Student160,G7 (Wed 15:30 - 18:45 SR 3.3),Enjoying drawing the solution overview model with the group,Was thinking why is Application model needed....,4,NIL,enjoy draw the solution overview model with the group,was think why is application model need,
10/2/2019 18:43,Student149,G7 (Wed 15:30 - 18:45 SR 3.3),Application model,Cost model,4,nil,application model,cost model,
10/2/2019 18:43,Student165,G7 (Wed 15:30 - 18:45 SR 3.3),Solution Overview Model,Application Model Template,4,,solution overview model,application model template,
10/2/2019 18:43,Student133,G7 (Wed 15:30 - 18:45 SR 3.3),Solution overview model ,"Application model's ""simple"" relation to the solution overview model",4,More concrete examples to showcase before doing the exercises,solution overview model,application model simple relation to the solution overview model,more concrete example to showcase before doing the exercise
10/2/2019 18:43,Student145,G7 (Wed 15:30 - 18:45 SR 3.3),Solution overview Model,Application Model Template,3,,solution overview model,application model template,
10/2/2019 18:43,Student158,G7 (Wed 15:30 - 18:45 SR 3.3),The Overview Solution Model,Understanding the differences between application and solution overview model.,4,NIL,the overview solution model,understand the difference between application and solution overview model,
10/2/2019 18:43,Student150,G7 (Wed 15:30 - 18:45 SR 3.3),Understanding how to apply Solution Overview & Application Model,Identifying the errors in the Solution Overview & Application Model,3,nil,understand how to apply solution overview and application model,identify the error in the solution overview and application model,
10/2/2019 18:43,Student151,G7 (Wed 15:30 - 18:45 SR 3.3),solution model overview,The teaching case!! Where is the error... ,2,,solution model overview,the teaching case where is the error,
10/2/2019 18:44,Student144,G7 (Wed 15:30 - 18:45 SR 3.3),Solution Overview model,Application model,3,,solution overview model,application model,
10/2/2019 18:44,Student161,G7 (Wed 15:30 - 18:45 SR 3.3),Solution Overview Model,Blueprint solution,4,,solution overview model,blueprint solution,
10/2/2019 18:44,Student140,G7 (Wed 15:30 - 18:45 SR 3.3),Risk modelling,Application Model,3,NIL,risk modelling,application model,
10/2/2019 18:44,Student127,G7 (Wed 15:30 - 18:45 SR 3.3),Solution Overview Model,Application Model,4,,solution overview model,application model,
10/2/2019 18:46,Student366,G7 (Wed 15:30 - 18:45 SR 3.3),Solution Overview Model,Application Model ,4,,solution overview model,application model,
10/2/2019 18:47,Student163,G7 (Wed 15:30 - 18:45 SR 3.3),Application Model,Solution Overview Model,3,-,application model,solution overview model,
10/2/2019 20:34,Student124,G5 (Wed 12:00 - 15:15 SR 3.3),Understanding the Solution Blueprint,Differentiating what to display in the Solution Overview and Application Model based on the third column from the Function Model,3,,understand the solution blueprint,differentiate what to display in the solution overview and application model base on the third column from the function model,
10/2/2019 21:07,Student156,G7 (Wed 15:30 - 18:45 SR 3.3),i enjoyed risk modelling the most,applying the concepts into a real case,3,,enjoy risk model the most,apply the concept into real case,
10/2/2019 9:56,Student27,G1 (Mon 8:15 - 11:30 SR 3.2),The solution overview model ,the grouping of the functions/systems based on new/existing/existing with modification ,4,NIL,the solution overview model,the grouping of the function system base on new exist with modification,
10/21/2019 10:38:50,Student37,G1 (Mon 8:15 - 11:30 SR 3.2),"I liked that we went in-depth for all areas of up-and-coming technology and that we could discuss the trends and their impact on our future work, especially as IS students who will be the movers of such change.",Trying to separate IoT sensors according to the industry - everything is so interconnected that it feels like the same sensors (eg. telematics) would be relevant to different industries (eg. making cars safer and more intelligent AS WELL AS enabling insurance companies to adjust premium in accordance to your driving habits),3,kahoot would be nice!!,like that we go in depth for all area of up and come technology and that we could discuss the trend and their impact on our future work especially as is student who will be the mover of such change,try to separate iot sensor accord to the industry everything is so interconnected that it feel like the same sensor eg telematics would be relevant to different industry eg make car safe and more intelligent as well as enable insurance company to adjust premium in accordance to your drive habit,kahoot would be nice
10/21/2019 11:16:18,Student6,G1 (Mon 8:15 - 11:30 SR 3.2),Group exercise is interesting ,Nil,3,Nil,group exercise is interest,,
10/21/2019 11:21:31,Student3,G1 (Mon 8:15 - 11:30 SR 3.2),Business Process Scenario,Business Process Scenario,4,,business process scenario,business process scenario,
10/21/2019 11:21:33,Student27,G1 (Mon 8:15 - 11:30 SR 3.2),One topic i enjoyed would be the the digital twins and their examples ,One most challenging topic would be coming up with challenges faced by IoT,4,NIL,one topic enjoy would be the digital twin and their example,one most challenging topic would be come up with challenge face by iot,
10/21/2019 11:23:41,Student40,G1 (Mon 8:15 - 11:30 SR 3.2),Getting to apply the workflow diagram framework in accordance with IoT.,Understanding the different technology trends.,3,NIL,get to apply the workflow diagram framework in accordance with iot,understand the different technology trend,
10/21/2019 11:26:31,Student2,G1 (Mon 8:15 - 11:30 SR 3.2),Researching on the different IoT in the market ,Finding challenges for IoT in waste management (Class assignment),4,nil,research on the different iot in the market,finding challenge for iot in waste management class assignment,
10/21/2019 11:26:34,Student38,G1 (Mon 8:15 - 11:30 SR 3.2),Modeling IoT into Business processes,Finding challenges faced for IoT,3,NIL,model iot into business process,find challenge face for iot,
10/21/2019 11:27:02,Student39,G1 (Mon 8:15 - 11:30 SR 3.2),Modelling IoT to business process,Finding challenges for the case discussion,3,NIL,model iot to business process,finding challenge for the case discussion,
10/21/2019 11:29:33,Student8,G1 (Mon 8:15 - 11:30 SR 3.2),Intelligent Trends,Mesh Trends,4,,intelligent trend,mesh trend,
10/21/2019 11:29:34,Student11,G1 (Mon 8:15 - 11:30 SR 3.2),nil,nil,3,nil,,,
10/21/2019 11:30:11,Student24,G1 (Mon 8:15 - 11:30 SR 3.2),IoT's application,Drawing the model,3,,iot application,draw the model,
10/21/2019 11:30:12,Student34,G1 (Mon 8:15 - 11:30 SR 3.2),The class assignment that involves researching on the IoT issues in waste management,NIL,4,,the class assignment that involve research on the iot issue in waste management,,
10/21/2019 11:30:12,Student7,G1 (Mon 8:15 - 11:30 SR 3.2),Learning about IOTs,"Trying to get a grasp of some of the examples, because we never really got to see one in real life. ",4,,learn about iots,try to get grasp of some of the example because we never really get to see one in real life,
10/21/2019 11:30:30,Student1,G1 (Mon 8:15 - 11:30 SR 3.2),Able to know and understand what is Iot and how it helps us,Thinking of the possible challenges IoT faces,4,"-
",able to know and understand what is iot and how it help us,thinking of the possible challenge iot face,
10/21/2019 11:30:31,Student12,G1 (Mon 8:15 - 11:30 SR 3.2),Examples of IoT in the real-world -> gives a real world context of current solutions,challenges of IoT,4,,example of iot in the real world give real world context of current solution,challenge of iot,
10/21/2019 11:30:34,Student22,G1 (Mon 8:15 - 11:30 SR 3.2),Role of IoT in business process.,The different ways how IoT can be applied in a business process and its benefits.,3,"Have more time allocated to the group assignment, especially if it is graded.",role of iot in business process,the different way how iot can be apply in business process and its benefit,have more time allocate to the group assignment especially if it is grade
10/21/2019 11:30:52,Student18,G1 (Mon 8:15 - 11:30 SR 3.2),Doing class activity where we research about different types of IoT application and it was an eye opening experience,Applying IoT application into business process ,3,NIL,doing class activity where we research about different type of iot application and it was an eye opening experience,apply iot application into business process,
10/21/2019 11:30:55,Student29,G1 (Mon 8:15 - 11:30 SR 3.2),IoT used in the different industries ,understanding intelligent trends and the roles,3,,iot use in the different industry,understanding intelligent trend and the role,
10/21/2019 11:31:05,Student42,G1 (Mon 8:15 - 11:30 SR 3.2),Searching and finding out about the various IOT sensory devices and how they can be used to help companies,Understanding the types of intelligent trends,4,More videos,search and find out about the various iot sensory device and how they can be use to help company,understand the type of intelligent trend,more video
10/21/2019 11:31:17,Student28,G1 (Mon 8:15 - 11:30 SR 3.2),Digital Trends,Differentiating between connectivity and compatibility challenge,3,,digital trend,differentiate between connectivity and compatibility challenge,
10/21/2019 11:31:45,Student5,G1 (Mon 8:15 - 11:30 SR 3.2),i enjoy coming up and researching on the IoT solutions. It is interesting to see what people have created so far and the issues that didn't come to my mind.,It was the understanding of the integration part,4,-,enjoy come up and research on the iot solution it is interest to see what people have create so far and the issue that did come to my mind,it was the understanding of the integration part,
10/21/2019 11:32:02,Student35,G1 (Mon 8:15 - 11:30 SR 3.2),Modeling IoT in business processes,The different technology trends,3,,model iot in business process,the different technology trend,
10/21/2019 11:32:02,Student26,G1 (Mon 8:15 - 11:30 SR 3.2),IoT sensors,application of IoT,3,,iot sensor,application of iot,
10/21/2019 11:32:17,Student9,G1 (Mon 8:15 - 11:30 SR 3.2),internet of things,understanding about integration of tech in  business,4,nil,internet of thing,understand about integration of tech in business,
10/21/2019 11:32:20,Student36,G1 (Mon 8:15 - 11:30 SR 3.2),NIL,NIL,1,NIL ,,,
10/21/2019 11:32:20,Student20,G1 (Mon 8:15 - 11:30 SR 3.2),Modeling IoT into business processes.,Case study analysis as the contents of the article is not organized enough.,3,,model iot into business process,case study analysis as the content of the article is not organize enough,
10/21/2019 11:32:33,Student33,G1 (Mon 8:15 - 11:30 SR 3.2),Modelling IoT in Business Processes,IoT- Technical Aspects,4,Thank you!,model iot in business process,iot technical aspect,thank you
10/21/2019 11:32:51,Student23,G1 (Mon 8:15 - 11:30 SR 3.2),learning what changes IoT brings to the business process,identifying digitial from mesh trends,4,nil,learn what change iot brings to the business process,identify digitial from mesh trend,
10/21/2019 11:32:51,Student31,G1 (Mon 8:15 - 11:30 SR 3.2),the 10 technology trends in process innovation,coming up with solutions among IOT,3,,the technology trend in process innovation,come up with solution among iot,
10/21/2019 11:33:21,Student16,G1 (Mon 8:15 - 11:30 SR 3.2),identifying new IoT technologies that are comping up in the healthcare industry. It feels as if we are living in the future we dreamt of and how amazing technology is moving to improve lives of the people in the world.,I think the most challenging part is understanding the challenges in IoT in term of crypto and software etc. It requires in depth understanding and critical thinking to identify the challenges effectively in implementing IoT,4,,identify new iot technology that are comping up in the healthcare industry it feel as if we are live in the future we dream of and how amazing technology is move to improve life of the people in the world,think the most challenging part is understand the challenge in iot in term of crypto and software etc it require in depth understanding and critical thinking to identify the challenge effectively in implement iot,
10/21/2019 11:33:22,Student25,G1 (Mon 8:15 - 11:30 SR 3.2),IoT trends. Got to know deeper about IoT. ,-,4,-,iot trend get to know deep about iot,,
10/21/2019 11:34:03,Student21,G1 (Mon 8:15 - 11:30 SR 3.2),"The different type of trends that is in the society today and also how IoT applications will be able to help us solve issues and reduce the need for manpower, just as in the case for Japan, where they face a lack of manpower. ",NIL,3,Could be good to provide more time for the case discussion of IoT as we do not have enough time to collectively think and discuss about the questions. ,the different type of trend that is in the society today and also how iot application will be able to help us solve issue and reduce the need for manpower just as in the case for japan where they face lack of manpower,,could be good to provide more time for the case discussion of iot as we do not have enough time to collectively think and discuss about the question
10/21/2019 11:34:09,Student15,G1 (Mon 8:15 - 11:30 SR 3.2),The topic on IoT makes me enjoy alot.,The most challenging topic of the class is the part on Workflow diagram for the IoT case study.,3,NIL,the topic on iot make me enjoy alot,the most challenging topic of the class is the part on workflow diagram for the iot case study,
10/21/2019 11:34:23,Student17,G1 (Mon 8:15 - 11:30 SR 3.2),I enjoyed the importance of IoT and the impact it has on the society.,I believed the most challenging topic will be the different type of trends found in technology in process innovation.,3,Nil,enjoy the importance of iot and the impact it has on the society,believe the most challenging topic will be the different type of trend find in technology in process innovation,
10/21/2019 11:34:43,Student14,G1 (Mon 8:15 - 11:30 SR 3.2),Modelling IoT in business processes,Digital and Mesh trends,4,nil,model iot in business process,digital and mesh trend,
10/21/2019 11:35:54,Student30,G1 (Mon 8:15 - 11:30 SR 3.2),Challenges of the IoT ,Identifying other IoT usage ,4,,challenge of the iot,identify other iot usage,
10/21/2019 13:09:03,Student13,G1 (Mon 8:15 - 11:30 SR 3.2),"iot in different areas (e.g. industry, day-to-day lives)",digital twins,4,,iot in different area example industry day to day life,digital twin,
10/21/2019 14:00:31,Student32,G1 (Mon 8:15 - 11:30 SR 3.2),Seeing how IoT can actually improve so many different sectors.,Understanding the different trends,4,,see how iot can actually improve so many different sector,understand the different trend,
10/22/2019 11:07:10,Student46,G4 (Tue 8:15 - 11:30 SR 3.4),Workflow model with IOT devices ,Workflow model with IOT devices ,4,,workflow model with iot device,workflow model with iot device,
10/22/2019 11:20:00,Student61,G4 (Tue 8:15 - 11:30 SR 3.4),"Process innovation, thinking of ways to improve the food chain management ",Digital twin ,4,more interaction and chance to participate,process innovation thinking of way to improve the food chain management,digital twin,more interaction and chance to participate
10/22/2019 11:27:44,Student56,G4 (Tue 8:15 - 11:30 SR 3.4),Digital Trends,Technical Aspect of IoT,3,-,digital trend,technical aspect of iot,
10/22/2019 11:27:49,Student81,G4 (Tue 8:15 - 11:30 SR 3.4),IoT,nil,3,,iot,,
10/22/2019 11:28:04,Student249,G4 (Tue 8:15 - 11:30 SR 3.4),Technological/ Digital trends,IoT architecture ,3,,technological digital trend,iot architecture,
10/22/2019 11:28:11,Student71,G4 (Tue 8:15 - 11:30 SR 3.4),Modeling IoT into Business processes,Drawing of the Business Process with IoT included in it,4,NIL,model iot into business process,drawing of the business process with iot include in it,
10/22/2019 11:28:29,Student50,G4 (Tue 8:15 - 11:30 SR 3.4),IOT,IOT Applications,3,More real life IOT examples,iot,iot application,more real life iot example
10/22/2019 11:28:31,Student66,G4 (Tue 8:15 - 11:30 SR 3.4),IoT technology!,it was generally ok!,3,,iot technology,it was generally ok,
10/22/2019 11:28:34,Student51,G4 (Tue 8:15 - 11:30 SR 3.4),IOT workflow model,-,4,,iot workflow model,,
10/22/2019 11:28:39,Student44,G4 (Tue 8:15 - 11:30 SR 3.4),Case study ,-,3,-,case study,,
10/22/2019 11:28:40,Student47,G4 (Tue 8:15 - 11:30 SR 3.4),Use of IoT,Finding the different IoT devices to solve the problem,4,,use of iot,find the different iot device to solve the problem,
10/22/2019 11:28:48,Student48,G4 (Tue 8:15 - 11:30 SR 3.4),Learning about the true usage of Digital Twins and it's application,Differentiating between IOT applications and Smart applications ,4,nil,learn about the true usage of digital twin and it application,differentiate between iot application and smart application,
10/22/2019 11:29:00,Student73,G4 (Tue 8:15 - 11:30 SR 3.4),IoT infrastructure,IoT challenges - hard to be a pessimist,3,,iot infrastructure,iot challenge hard to be pessimist,
10/22/2019 11:29:06,Student77,G4 (Tue 8:15 - 11:30 SR 3.4),Learning about IoT,applying IoT,4,,learn about iot,apply iot,
10/22/2019 11:29:06,Student53,G4 (Tue 8:15 - 11:30 SR 3.4),learning about IOT,coming up with how to apply IOT in different processes,4,,learn about iot,come up with how to apply iot in different process,
10/22/2019 11:29:07,Student79,G4 (Tue 8:15 - 11:30 SR 3.4),IoT,nil,3,-,iot,,
10/22/2019 11:29:08,Student75,G4 (Tue 8:15 - 11:30 SR 3.4),IOT is cool!!1,-nil-,4,,iot is cool,,
10/22/2019 11:29:08,Student60,G4 (Tue 8:15 - 11:30 SR 3.4),Application of IOT,Modelling IOT in Business Processes,3,,application of iot,model iot in business process,
10/22/2019 11:29:22,Student70,G4 (Tue 8:15 - 11:30 SR 3.4),IOT,IOT,3,,iot,iot,
10/22/2019 11:29:22,Student82,G2 (Thur 8:15 - 11:30 SR 2.3),IoT application,Hard to think of a few issues it can solve ,4,,iot application,hard to think of few issue it can solve,
10/22/2019 11:29:26,Student65,G4 (Tue 8:15 - 11:30 SR 3.4),IoT,Understanding technical terms like digital twins,4,nil,iot,understand technical term like digital twin,
10/22/2019 11:29:30,Student62,G4 (Tue 8:15 - 11:30 SR 3.4),Modelling IoT,Modelling IoT,3,,model iot,model iot,
10/22/2019 11:29:44,Student69,G4 (Tue 8:15 - 11:30 SR 3.4),IoT,Modeling IoT into business,4,-,iot,model iot into business,
10/22/2019 11:29:46,Student80,G4 (Tue 8:15 - 11:30 SR 3.4),Modelling IoT into Business Process,Technology in Process Innovation,3,NIL,model iot into business process,technology in process innovation,
10/22/2019 11:29:54,Student54,G4 (Tue 8:15 - 11:30 SR 3.4),case study,modelling ,3,,case study,model,
10/22/2019 11:29:58,Student68,G4 (Tue 8:15 - 11:30 SR 3.4),Business innovation ,How to apply proper innovative ideas to buesiness,3,,business innovation,how to apply proper innovative idea to buesiness,
10/22/2019 11:30:10,Student63,G4 (Tue 8:15 - 11:30 SR 3.4),Process Innovation Technology Trends,Modeling business processes with IoT,4,More examples for models,process innovation technology trend,model business process with iot,more example for model
10/22/2019 11:30:12,Student45,G4 (Tue 8:15 - 11:30 SR 3.4),Iot benefits and challenges,Iot Workflow,4,,iot benefit and challenge,iot workflow,
10/22/2019 11:30:15,Student57,G4 (Tue 8:15 - 11:30 SR 3.4),Learning about the different types of IoT,Modelling IoT into business process,3,more examples,learn about the different type of iot,model iot into business process,more example
10/22/2019 11:30:32,Student55,G4 (Tue 8:15 - 11:30 SR 3.4),The architecture layer! IT is interesting!!!,"Understanding the different meaning of the trends, especially Digital Twins, I don't understand...",4,I think the class is very engaging and interesting so no improvement needed,the architecture layer it is interest,understand the different meaning of the trend especially digital twin do understand,think the class is very engaging and interesting so no improvement need
10/22/2019 11:30:47,Student83,G4 (Tue 8:15 - 11:30 SR 3.4),Implementing IoT in businesses,IoT workflow model,4,,implement iot in business,iot workflow model,
10/22/2019 11:30:50,Student72,G4 (Tue 8:15 - 11:30 SR 3.4),IOT case study,Iot case study,3,,iot case study,iot case study,
10/22/2019 11:30:56,Student368,G4 (Tue 8:15 - 11:30 SR 3.4),I like how we were given a case to read on food wastage before diving down into the theory.,Differentiating between IoT and common technology,4,More opportunities during class for class participation,like how we were give case to read on food wastage before dive down into the theory,differentiate between iot and common technology,more opportunity during class for class participation
10/22/2019 11:31:28,Student52,G4 (Tue 8:15 - 11:30 SR 3.4),Model IoT in a Business Process,Model IoT in a Business Process,4,,model iot in business process,model iot in business process,
10/22/2019 11:31:35,Student49,G4 (Tue 8:15 - 11:30 SR 3.4),iOT,understanding different IoT,2,,iot,understand different iot,
10/23/2019 14:40:17,Student90,G5 (Wed 12:00 - 15:15 SR 3.3),modeling IoT in business processes.,digital in process information ,3,,model iot in business process,digital in process information,
10/23/2019 14:43:15,Student105,G5 (Wed 12:00 - 15:15 SR 3.3),Intelligent trends,Mesh trends,3,,intelligent trend,mesh trend,
10/23/2019 15:04:19,Student122,G5 (Wed 12:00 - 15:15 SR 3.3),Digital twin,THE Assignment,4,,digital twin,the assignment,
10/23/2019 15:04:25,Student112,G5 (Wed 12:00 - 15:15 SR 3.3),"The different aspects of technology in process innovation  (eg intelligent, digital, mesh, trends) ",IoT Architecture ,3,Kahoot please,the different aspect of technology in process innovation eg intelligent digital mesh trend,iot architecture,kahoot please
10/23/2019 15:04:43,Student97,G5 (Wed 12:00 - 15:15 SR 3.3),Learning different technology trends in process innovation today,None,4,,learn different technology trend in process innovation today,,
10/23/2019 15:05:09,Student91,G5 (Wed 12:00 - 15:15 SR 3.3),IoT Modelling,Process Innovation,3,,iot modelling,process innovation,
10/23/2019 15:05:11,Student101,G5 (Wed 12:00 - 15:15 SR 3.3),Coming up with solutions using IOT,Identifying issues in a process,4,,come up with solution use iot,identify issue in process,
10/23/2019 15:05:12,Student98,G5 (Wed 12:00 - 15:15 SR 3.3),IOT,Innovation,4,,iot,innovation,
10/23/2019 15:05:17,Student104,G5 (Wed 12:00 - 15:15 SR 3.3),IoT,the challenges and the project,4,,iot,the challenge and the project,
10/23/2019 15:05:25,Student92,G5 (Wed 12:00 - 15:15 SR 3.3),IoT into business process,Finding the right IoT for business process (cost as the main issue),3,,iot into business process,find the right iot for business process cost as the main issue,
10/23/2019 15:05:33,Student119,G5 (Wed 12:00 - 15:15 SR 3.3),How IoT helps to solve the issues,Identifying the issue itself in the highly advanced technology and market,3,Kahoot!,how iot help to solve the issue,identify the issue itself in the highly advanced technology and market,kahoot
10/23/2019 15:05:36,Student102,G5 (Wed 12:00 - 15:15 SR 3.3),IOT challenges,IOT modelling,4,,iot challenge,iot modelling,
10/23/2019 15:05:42,Student118,G5 (Wed 12:00 - 15:15 SR 3.3),Top 10 Digital Trends - Digital Twins,IoT architecture,4,more students to speak up,top digital trend digital twin,iot architecture,more student to speak up
10/23/2019 15:05:42,Student115,G5 (Wed 12:00 - 15:15 SR 3.3),Learning about digital trends and applying them to real problems.,NA. Today's topics were all manageable.,4,,learn about digital trend and apply them to real problem,today topic were all manageable,
10/23/2019 15:05:44,Student100,G5 (Wed 12:00 - 15:15 SR 3.3),Applying IoT to formulate business solutions,Identifying the challenges of using IoT,3,,apply iot to formulate business solution,identify the challenge of use iot,
10/23/2019 15:05:46,Student96,G5 (Wed 12:00 - 15:15 SR 3.3),IoT trends and challenges,nil,4,,iot trend and challenge,,
10/23/2019 15:05:48,Student120,G5 (Wed 12:00 - 15:15 SR 3.3),IoT,BUSINESS PROCESS WITH IOT INTEGRATION,3,-,iot,business process with iot integration,
10/23/2019 15:05:48,Student114,G5 (Wed 12:00 - 15:15 SR 3.3),IoT,IoT challenges ,4,,iot,iot challenge,
10/23/2019 15:05:57,Student109,G5 (Wed 12:00 - 15:15 SR 3.3),IOT for waste management,All manageable!,4,,iot for waste management,all manageable,
10/23/2019 15:06:01,Student108,G5 (Wed 12:00 - 15:15 SR 3.3),Learning about IoT challenges,None,4,,learn about iot challenge,,
10/23/2019 15:06:03,Student85,G5 (Wed 12:00 - 15:15 SR 3.3),IoT sensor implement,the process flow drawing,4,,iot sensor implement,the process flow draw,
10/23/2019 15:06:09,Student86,G5 (Wed 12:00 - 15:15 SR 3.3),iOT,Challenges of iOT,4,,iot,challenge of iot,
10/23/2019 15:06:15,Student103,G5 (Wed 12:00 - 15:15 SR 3.3),IoT,Identifying the exact role the IoT takes and which IoT is suited for which issue,4,,iot,identify the exact role the iot take and which iot is suit for which issue,
10/23/2019 15:06:16,Student111,G5 (Wed 12:00 - 15:15 SR 3.3),how useful the technology in IoT are,mesh trend and digital twins,4,,how useful the technology in iot are,mesh trend and digital twin,
10/23/2019 15:06:22,Student117,G5 (Wed 12:00 - 15:15 SR 3.3),Internet of thing ,mesh trend /digital twin ,4,,internet of thing,mesh trend digital twin,
10/23/2019 15:06:24,Student87,G5 (Wed 12:00 - 15:15 SR 3.3),Intelligent Trends,Modeling IoT in Business Processes,4,NIL,intelligent trend,model iot in business process,
10/23/2019 15:06:25,Student95,G5 (Wed 12:00 - 15:15 SR 3.3),IoT integration,identifying areas that IoTcan be applied especially for the irrigation,3,,iot integration,identify area that iotcan be apply especially for the irrigation,
10/23/2019 15:06:30,Student116,G5 (Wed 12:00 - 15:15 SR 3.3),The application of IoT in the current industries that is used in the case studies.,NIL,4,NIL,the application of iot in the current industry that is use in the case study,,
10/23/2019 15:06:37,Student93,G5 (Wed 12:00 - 15:15 SR 3.3),Everything about IoT,it's very challenging to fall asleep in this class,4,,everything about iot,it very challenge to fall asleep in this class,
10/23/2019 15:06:38,Student107,G5 (Wed 12:00 - 15:15 SR 3.3),Practicing applying IoT concepts to a case study (the food waste case study),Coming up with innovative ideas to further improved suggested IoT (such as in the irrigation example),4,,practice apply iot concept to case study the food waste case study,come up with innovative idea to further improve suggested iot such as in the irrigation example,
10/23/2019 15:06:54,Student99,G5 (Wed 12:00 - 15:15 SR 3.3),Digital Twins,Internet Of Things,4,,digital twin,internet of thing,
10/23/2019 15:07:49,Student113,G5 (Wed 12:00 - 15:15 SR 3.3),Modeling IoT into Business processes,IoT challenge,3,,model iot into business process,iot challenge,
10/23/2019 15:07:51,Student121,G5 (Wed 12:00 - 15:15 SR 3.3),IoT,Mesh trends,4,,iot,mesh trend,
10/23/2019 15:08:42,Student106,G5 (Wed 12:00 - 15:15 SR 3.3),Business model canvas,apply the knowledge into real life case study,4,Thank you for preparing the case study it is so interesting!,business model canvas,apply the knowledge into real life case study,thank you for prepare the case study it is so interesting
